"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Fri Aug 23 10:44:24 GMT 2024","Fri Aug 23 10:44:26 GMT 2024","1830","Surefire suite","Surefire test","test.BillsTest","test.BillsTest","testCreateNewBills","testCreateNewBills",""
"passed","Fri Aug 23 10:44:35 GMT 2024","Fri Aug 23 10:44:39 GMT 2024","3445","Surefire suite","Surefire test","test.BillsTest","test.BillsTest","testSetBillToRepeatYearlyAndCheckExpectedMonthlyCosts","testSetBillToRepeatYearlyAndCheckExpectedMonthlyCosts",""
"passed","Fri Aug 23 10:44:27 GMT 2024","Fri Aug 23 10:44:29 GMT 2024","1736","Surefire suite","Surefire test","test.BillsTest","test.BillsTest","testCheckingTheDateBillsRepeatsMonthlyAndCheckNextExpectedMatch","testCheckingTheDateBillsRepeatsMonthlyAndCheckNextExpectedMatch",""
"failed","Fri Aug 23 10:44:30 GMT 2024","Fri Aug 23 10:44:34 GMT 2024","4253","Surefire suite","Surefire test","test.BillsTest","test.BillsTest","testSetBillToRepeatQuarterlyAndCheckNextExpectedMatch","testSetBillToRepeatQuarterlyAndCheckNextExpectedMatch",""
"passed","Fri Aug 23 10:44:39 GMT 2024","Fri Aug 23 10:44:40 GMT 2024","1000","Surefire suite","Surefire test","test.BillsTest","test.BillsTest","testSetBillToRepeatHalfYearAndCheckExpectedMonthlyCosts","testSetBillToRepeatHalfYearAndCheckExpectedMonthlyCosts",""
"passed","Fri Aug 23 10:44:11 GMT 2024","Fri Aug 23 10:44:13 GMT 2024","1900","Surefire suite","Surefire test","test.BudgetsTest","test.BudgetsTest","testBudgetAddValidAmount","testBudgetAddValidAmount","06.001.01 Validate add valid amount"
"passed","Fri Aug 23 10:44:16 GMT 2024","Fri Aug 23 10:44:19 GMT 2024","2233","Surefire suite","Surefire test","test.BudgetsTest","test.BudgetsTest","testChangeBudgetByFixedAmount","testChangeBudgetByFixedAmount","TC_06.001.03 Validate change budget by 'Set a fixed amount every period'"
"passed","Fri Aug 23 10:44:20 GMT 2024","Fri Aug 23 10:44:21 GMT 2024","950","Surefire suite","Surefire test","test.BudgetsTest","test.BudgetsTest","testCreateBudgetByAddAmountEveryPeriod","testCreateBudgetByAddAmountEveryPeriod","TC_06.000.02 Validate create budget with 'Add an amount every period'"
"passed","Fri Aug 23 10:44:05 GMT 2024","Fri Aug 23 10:44:06 GMT 2024","872","Surefire suite","Surefire test","test.BudgetsTest","test.BudgetsTest","testCreateValidBudgets","testCreateValidBudgets","06.000.01 Validate creation of a new budget"
"passed","Fri Aug 23 10:44:14 GMT 2024","Fri Aug 23 10:44:15 GMT 2024","381","Surefire suite","Surefire test","test.BudgetsTest","test.BudgetsTest","testBudgetsCorrectMonthAndYear","testBudgetsCorrectMonthAndYear","TC_06.002.01 Correct month and year"
"passed","Fri Aug 23 10:44:08 GMT 2024","Fri Aug 23 10:44:10 GMT 2024","1931","Surefire suite","Surefire test","test.BudgetsTest","test.BudgetsTest","testBudgetAddInvalidAmount","testBudgetAddInvalidAmount","06.001.02 Add invalid amount"
"passed","Fri Aug 23 10:44:45 GMT 2024","Fri Aug 23 10:44:47 GMT 2024","1830","Surefire suite","Surefire test","test.BillsTest","test.BillsTest","testSetBillToRepeatEveryHalfYearAndCheckNextExpectedMatch","testSetBillToRepeatEveryHalfYearAndCheckNextExpectedMatch",""
"passed","Fri Aug 23 10:44:49 GMT 2024","Fri Aug 23 10:44:51 GMT 2024","1825","Surefire suite","Surefire test","test.BillsTest","test.BillsTest","testSetBillToRepeatWeeklyAndCheckNextExpectedMatch","testSetBillToRepeatWeeklyAndCheckNextExpectedMatch",""
"passed","Fri Aug 23 10:44:22 GMT 2024","Fri Aug 23 10:44:23 GMT 2024","1195","Surefire suite","Surefire test","test.BudgetsTest","test.BudgetsTest","testCreateBudgetsAndCorrectForOverspending","testCreateBudgetsAndCorrectForOverspending","TC_06.000.03 Validate create budgets with 'Add an amount every period and correct for overspending'"
"passed","Fri Aug 23 10:44:52 GMT 2024","Fri Aug 23 10:44:54 GMT 2024","1832","Surefire suite","Surefire test","test.BillsTest","test.BillsTest","testSetBillToRepeatYearlyAndCheckNextExpectedMatch","testSetBillToRepeatYearlyAndCheckNextExpectedMatch",""
"passed","Fri Aug 23 10:44:42 GMT 2024","Fri Aug 23 10:44:44 GMT 2024","2114","Surefire suite","Surefire test","test.BillsTest","test.BillsTest","testSetBillToRepeatDailyAndCheckNextExpectedMatch","testSetBillToRepeatDailyAndCheckNextExpectedMatch",""
