"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Wed Mar 20 22:01:36 GMT 2024","Wed Mar 20 22:01:39 GMT 2024","2973","Surefire suite","Surefire test","test.BillsTest","test.BillsTest","testSetBillToRepeatEveryHalfYearAndCheckNextExpectedMatch","testSetBillToRepeatEveryHalfYearAndCheckNextExpectedMatch",""
"passed","Wed Mar 20 22:02:06 GMT 2024","Wed Mar 20 22:02:06 GMT 2024","320","Surefire suite","Surefire test","test.BudgetsTest","test.BudgetsTest","testBudgetsCorrectMonthAndYear","testBudgetsCorrectMonthAndYear",""
"passed","Wed Mar 20 22:01:45 GMT 2024","Wed Mar 20 22:01:48 GMT 2024","2948","Surefire suite","Surefire test","test.BillsTest","test.BillsTest","testSetBillToRepeatQuarterlyAndCheckNextExpectedMatch","testSetBillToRepeatQuarterlyAndCheckNextExpectedMatch",""
"passed","Wed Mar 20 22:01:41 GMT 2024","Wed Mar 20 22:01:44 GMT 2024","2989","Surefire suite","Surefire test","test.BillsTest","test.BillsTest","testSetBillToRepeatHalfYearAndCheckExpectedMonthlyCosts","testSetBillToRepeatHalfYearAndCheckExpectedMonthlyCosts",""
"passed","Wed Mar 20 22:02:14 GMT 2024","Wed Mar 20 22:02:17 GMT 2024","2914","Surefire suite","Surefire test","test.BudgetsTest","test.BudgetsTest","testCreateBudgetsAndCorrectForOverspending","testCreateBudgetsAndCorrectForOverspending",""
"passed","Wed Mar 20 22:02:18 GMT 2024","Wed Mar 20 22:02:21 GMT 2024","3117","Surefire suite","Surefire test","test.BudgetsTest","test.BudgetsTest","testCreateBudgetsWithFixedAmount","testCreateBudgetsWithFixedAmount",""
"passed","Wed Mar 20 22:01:32 GMT 2024","Wed Mar 20 22:01:35 GMT 2024","2798","Surefire suite","Surefire test","test.BillsTest","test.BillsTest","testSetBillToRepeatDailyAndCheckNextExpectedMatch","testSetBillToRepeatDailyAndCheckNextExpectedMatch",""
"passed","Wed Mar 20 22:02:01 GMT 2024","Wed Mar 20 22:02:02 GMT 2024","1000","Surefire suite","Surefire test","test.BudgetsTest","test.BudgetsTest","testCreateFirstBudgets","testCreateFirstBudgets",""
"passed","Wed Mar 20 22:01:57 GMT 2024","Wed Mar 20 22:02:00 GMT 2024","2761","Surefire suite","Surefire test","test.BillsTest","test.BillsTest","testSetBillToRepeatYearlyAndCheckNextExpectedMatch","testSetBillToRepeatYearlyAndCheckNextExpectedMatch",""
"passed","Wed Mar 20 22:01:49 GMT 2024","Wed Mar 20 22:01:52 GMT 2024","2811","Surefire suite","Surefire test","test.BillsTest","test.BillsTest","testSetBillToRepeatWeeklyAndCheckNextExpectedMatch","testSetBillToRepeatWeeklyAndCheckNextExpectedMatch",""
"passed","Wed Mar 20 22:02:10 GMT 2024","Wed Mar 20 22:02:13 GMT 2024","2886","Surefire suite","Surefire test","test.BudgetsTest","test.BudgetsTest","testCreateBudgetsAddAnAmountEveryPeriod","testCreateBudgetsAddAnAmountEveryPeriod",""
"passed","Wed Mar 20 22:02:08 GMT 2024","Wed Mar 20 22:02:09 GMT 2024","960","Surefire suite","Surefire test","test.BudgetsTest","test.BudgetsTest","testAddBudgetInvalidAmount","testAddBudgetInvalidAmount",""
"passed","Wed Mar 20 22:02:04 GMT 2024","Wed Mar 20 22:02:05 GMT 2024","1003","Surefire suite","Surefire test","test.BudgetsTest","test.BudgetsTest","testAddBudgetValidAmount","testAddBudgetValidAmount",""
"passed","Wed Mar 20 22:01:23 GMT 2024","Wed Mar 20 22:01:27 GMT 2024","4044","Surefire suite","Surefire test","test.BillsTest","test.BillsTest","testCreateNewBills","testCreateNewBills",""
"passed","Wed Mar 20 22:01:29 GMT 2024","Wed Mar 20 22:01:31 GMT 2024","2368","Surefire suite","Surefire test","test.BillsTest","test.BillsTest","testCheckingTheDateBillsRepeatsMonthlyAndCheckNextExpectedMatch","testCheckingTheDateBillsRepeatsMonthlyAndCheckNextExpectedMatch",""
"passed","Wed Mar 20 22:01:53 GMT 2024","Wed Mar 20 22:01:56 GMT 2024","2969","Surefire suite","Surefire test","test.BillsTest","test.BillsTest","testSetBillToRepeatYearlyAndCheckExpectedMonthlyCosts","testSetBillToRepeatYearlyAndCheckExpectedMonthlyCosts",""
