"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Wed Sep 11 19:03:41 GMT 2024","Wed Sep 11 19:03:42 GMT 2024","913","Surefire suite","Surefire test","test.BudgetsTest","test.BudgetsTest","testCreateValidBudgets","testCreateValidBudgets","06.000.01 Validate creation of a new budget"
"passed","Wed Sep 11 19:03:31 GMT 2024","Wed Sep 11 19:03:31 GMT 2024","450","Surefire suite","Surefire test","test.RegisterAccountTest","test.RegisterAccountTest","testPasswordSecurityFeature","testPasswordSecurityFeature","TC_01.002.08 Validate the 'Verify the Password Security' Feature"
"unknown","Wed Sep 11 19:03:22 GMT 2024","Wed Sep 11 19:03:22 GMT 2024","0","Surefire suite","Surefire test","test.LoggingInTest","test.LoggingInTest","testErrorMessageEmptyEmail","testErrorMessageEmptyEmail","TC_01.001.04 Validate Error Message for Empty Email"
"passed","Wed Sep 11 19:03:56 GMT 2024","Wed Sep 11 19:03:57 GMT 2024","1008","Surefire suite","Surefire test","test.BudgetsTest","test.BudgetsTest","testCreateBudgetsAndCorrectForOverspending","testCreateBudgetsAndCorrectForOverspending","TC_06.000.03 Validate create budgets with 'Add an amount every period and correct for overspending'"
"passed","Wed Sep 11 19:03:46 GMT 2024","Wed Sep 11 19:03:48 GMT 2024","2115","Surefire suite","Surefire test","test.BudgetsTest","test.BudgetsTest","testBudgetAddValidAmount","testBudgetAddValidAmount","06.001.01 Validate add valid amount"
"unknown","Wed Sep 11 19:03:22 GMT 2024","Wed Sep 11 19:03:22 GMT 2024","0","Surefire suite","Surefire test","test.RegisterAccountTest","test.RegisterAccountTest","testPasswordMissingSpecialCharacter","testPasswordMissingSpecialCharacter","TC_01.002.02 Validate Password Missing Special Character"
"passed","Wed Sep 11 19:03:34 GMT 2024","Wed Sep 11 19:03:34 GMT 2024","22","Surefire suite","Surefire test","test.RegisterAccountTest","test.RegisterAccountTest","testPlaceholderEmailText","testPlaceholderEmailText","TC_01.001.07 Validate Placeholder Email Text"
"passed","Wed Sep 11 19:03:27 GMT 2024","Wed Sep 11 19:03:27 GMT 2024","449","Surefire suite","Surefire test","test.RegisterAccountTest","test.RegisterAccountTest","testDuplicateEmailRegistrationAttempt","testDuplicateEmailRegistrationAttempt","TC_01.003.01 Validate Duplicate Email Registration Attempt"
"passed","Wed Sep 11 19:03:28 GMT 2024","Wed Sep 11 19:03:28 GMT 2024","115","Surefire suite","Surefire test","test.RegisterAccountTest","test.RegisterAccountTest","testPasswordMasking","testPasswordMasking","TC_01.002.06 Validate Password Masking "
"passed","Wed Sep 11 19:03:23 GMT 2024","Wed Sep 11 19:03:24 GMT 2024","456","Surefire suite","Surefire test","test.RegisterAccountTest","test.RegisterAccountTest","testAcceptingSpacesInputFields","testAcceptingSpacesInputFields","TC_01.001.11 Validate Accepting Spaces in Input Fields"
"unknown","Wed Sep 11 19:03:22 GMT 2024","Wed Sep 11 19:03:22 GMT 2024","0","Surefire suite","Surefire test","test.RegisterAccountTest","test.RegisterAccountTest","testAttemptRegisterWithoutAgreeingTerms","testAttemptRegisterWithoutAgreeingTerms","TC_01.004.01 Validate Attempt to Register Without Agreeing to Terms"
"passed","Wed Sep 11 19:03:54 GMT 2024","Wed Sep 11 19:03:55 GMT 2024","1017","Surefire suite","Surefire test","test.BudgetsTest","test.BudgetsTest","testCreateBudgetByAddAmountEveryPeriod","testCreateBudgetByAddAmountEveryPeriod","TC_06.000.02 Validate create budget with 'Add an amount every period'"
"passed","Wed Sep 11 19:03:29 GMT 2024","Wed Sep 11 19:03:29 GMT 2024","790","Surefire suite","Surefire test","test.RegisterAccountTest","test.RegisterAccountTest","testPasswordMeetsAllRequirements","testPasswordMeetsAllRequirements","TC_01.002.04 Validate Password Meets All Requirements"
"passed","Wed Sep 11 19:04:00 GMT 2024","Wed Sep 11 19:04:02 GMT 2024","1384","Surefire suite","Surefire test","test.BillsTest","test.BillsTest","testCheckingTheDateBillsRepeatsMonthlyAndCheckNextExpectedMatch","testCheckingTheDateBillsRepeatsMonthlyAndCheckNextExpectedMatch",""
"passed","Wed Sep 11 19:04:24 GMT 2024","Wed Sep 11 19:04:25 GMT 2024","884","Surefire suite","Surefire test","test.LoggingInTest","test.LoggingInTest","testBrowserBackButtonInLogout","testBrowserBackButtonInLogout","TC_01.001.15 Validate Browser Back Button in Logout"
"passed","Wed Sep 11 19:03:32 GMT 2024","Wed Sep 11 19:03:32 GMT 2024","22","Surefire suite","Surefire test","test.RegisterAccountTest","test.RegisterAccountTest","testPasswordSecurityIsSelectedByDefault","testPasswordSecurityIsSelectedByDefault","TC_01.002.09 Validate 'Verify Password Security' is Selected by Default"
"passed","Wed Sep 11 19:04:36 GMT 2024","Wed Sep 11 19:04:37 GMT 2024","1044","Surefire suite","Surefire test","test.LoggingInTest","test.LoggingInTest","testRememberMeOption","testRememberMeOption","TC_01.001.09 Validate 'Remember Me' Option"
"passed","Wed Sep 11 19:03:33 GMT 2024","Wed Sep 11 19:03:33 GMT 2024","462","Surefire suite","Surefire test","test.RegisterAccountTest","test.RegisterAccountTest","testPasswordTooShort","testPasswordTooShort","TC_01.002.01 Validate Password Too Short"
"passed","Wed Sep 11 19:04:35 GMT 2024","Wed Sep 11 19:04:36 GMT 2024","22","Surefire suite","Surefire test","test.LoggingInTest","test.LoggingInTest","testPlaceholderPasswordText","testPlaceholderPasswordText","TC_01.001.13 Validate Placeholder Password Text"
"passed","Wed Sep 11 19:04:11 GMT 2024","Wed Sep 11 19:04:13 GMT 2024","2078","Surefire suite","Surefire test","test.BillsTest","test.BillsTest","testSetBillToRepeatDailyAndCheckNextExpectedMatch","testSetBillToRepeatDailyAndCheckNextExpectedMatch",""
"passed","Wed Sep 11 19:03:37 GMT 2024","Wed Sep 11 19:03:37 GMT 2024","383","Surefire suite","Surefire test","test.RegisterAccountTest","test.RegisterAccountTest","testRegistrationWithMissingEmail","testRegistrationWithMissingEmail","TC_01.001.02 Validate Registration with Missing Email"
"unknown","Wed Sep 11 19:03:22 GMT 2024","Wed Sep 11 19:03:22 GMT 2024","0","Surefire suite","Surefire test","test.LoggingInTest","test.LoggingInTest","testErrorMessageEmptyPassword","testErrorMessageEmptyPassword","TC_01.001.05 Validate Error Message for Empty Password"
"passed","Wed Sep 11 19:04:26 GMT 2024","Wed Sep 11 19:04:26 GMT 2024","513","Surefire suite","Surefire test","test.LoggingInTest","test.LoggingInTest","testErrorMessageIncorrectPassword","testErrorMessageIncorrectPassword","TC_01.001.02 Validate Error Message for Incorrect Password"
"passed","Wed Sep 11 19:04:14 GMT 2024","Wed Sep 11 19:04:16 GMT 2024","2032","Surefire suite","Surefire test","test.BillsTest","test.BillsTest","testSetBillToRepeatEveryHalfYearAndCheckNextExpectedMatch","testSetBillToRepeatEveryHalfYearAndCheckNextExpectedMatch",""
"passed","Wed Sep 11 19:03:58 GMT 2024","Wed Sep 11 19:03:59 GMT 2024","1816","Surefire suite","Surefire test","test.BillsTest","test.BillsTest","testCreateNewBills","testCreateNewBills",""
"passed","Wed Sep 11 19:04:34 GMT 2024","Wed Sep 11 19:04:34 GMT 2024","105","Surefire suite","Surefire test","test.LoggingInTest","test.LoggingInTest","testPasswordToggleVisibility","testPasswordToggleVisibility","TC_01.001.08 Validate Password Toggle Visibility"
"passed","Wed Sep 11 19:04:39 GMT 2024","Wed Sep 11 19:04:39 GMT 2024","558","Surefire suite","Surefire test","test.LoggingInTest","test.LoggingInTest","testTabAndEnterKeyboardKeys","testTabAndEnterKeyboardKeys","TC_01.001.11 Validate Tab and Enter Keyboard Keys"
"passed","Wed Sep 11 19:03:26 GMT 2024","Wed Sep 11 19:03:26 GMT 2024","630","Surefire suite","Surefire test","test.RegisterAccountTest","test.RegisterAccountTest","testDifferentPasswordsInConfirmationField","testDifferentPasswordsInConfirmationField","TC_01.002.07 Validate Different Passwords in Confirmation Field"
"passed","Wed Sep 11 19:03:39 GMT 2024","Wed Sep 11 19:03:39 GMT 2024","381","Surefire suite","Surefire test","test.RegisterAccountTest","test.RegisterAccountTest","testRegistrationWithMissingPasswordAgain","testRegistrationWithMissingPasswordAgain","TC_01.001.05 Validate Registration with Missing Password (Again)"
"unknown","Wed Sep 11 19:03:22 GMT 2024","Wed Sep 11 19:03:22 GMT 2024","2","Surefire suite","Surefire test","test.LoggingInTest","test.LoggingInTest","testAccountLockoutAfterMultipleFailedAttempts","testAccountLockoutAfterMultipleFailedAttempts","TC_01.001.07 Validate Account Lockout After Multiple Failed Attempts"
"passed","Wed Sep 11 19:04:18 GMT 2024","Wed Sep 11 19:04:19 GMT 2024","1873","Surefire suite","Surefire test","test.BillsTest","test.BillsTest","testSetBillToRepeatWeeklyAndCheckNextExpectedMatch","testSetBillToRepeatWeeklyAndCheckNextExpectedMatch",""
"unknown","Wed Sep 11 19:03:22 GMT 2024","Wed Sep 11 19:03:22 GMT 2024","0","Surefire suite","Surefire test","test.LoggingInTest","test.LoggingInTest","testSecureConnectionHTTPS","testSecureConnectionHTTPS","TC_01.001.22 Validate Secure Connection (HTTPS)"
"passed","Wed Sep 11 19:04:27 GMT 2024","Wed Sep 11 19:04:27 GMT 2024","516","Surefire suite","Surefire test","test.LoggingInTest","test.LoggingInTest","testErrorMessageNonExistentEmail","testErrorMessageNonExistentEmail","TC_01.001.03 Validate Error Message for Non-Existent Email"
"passed","Wed Sep 11 19:04:32 GMT 2024","Wed Sep 11 19:04:34 GMT 2024","2068","Surefire suite","Surefire test","test.LoggingInTest","test.LoggingInTest","testLoggingNewPasswordAfterChangingPassword","testLoggingNewPasswordAfterChangingPassword","TC_01.001.18 Validate Logging New Password After Changing Password"
"passed","Wed Sep 11 19:03:49 GMT 2024","Wed Sep 11 19:03:50 GMT 2024","340","Surefire suite","Surefire test","test.BudgetsTest","test.BudgetsTest","testBudgetsCorrectMonthAndYear","testBudgetsCorrectMonthAndYear","TC_06.002.01 Correct month and year"
"passed","Wed Sep 11 19:04:28 GMT 2024","Wed Sep 11 19:04:28 GMT 2024","136","Surefire suite","Surefire test","test.LoggingInTest","test.LoggingInTest","testForgotPasswordFunctionality","testForgotPasswordFunctionality","TC_01.001.10 Validate 'Forgot Password?' Functionality"
